"","quality","qualityclass","type","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","binary_class"
"4051",5,"Normal","white",5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,0
"4052",6,"Normal","white",5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,0
"4053",6,"Normal","white",7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,0
"4054",6,"Normal","white",7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,0
"4055",5,"Normal","white",6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,0
"4056",5,"Normal","white",7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,0
"4057",6,"Normal","white",7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,0
"4058",6,"Normal","white",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,0
"4059",6,"Normal","white",6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,0
"4060",6,"Normal","white",6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,0
"4061",6,"Normal","white",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,0
"4062",6,"Normal","white",7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,0
"4063",5,"Normal","white",7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,0
"4064",7,"Normal","white",6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,0
"4065",6,"Normal","white",6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,0
"4066",7,"Normal","white",6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,0
"4067",7,"Normal","white",7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,0
"4068",6,"Normal","white",7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,0
"4069",7,"Normal","white",7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,0
"4070",5,"Normal","white",6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,0
"4071",5,"Normal","white",6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,0
"4072",6,"Normal","white",7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,0
"4073",6,"Normal","white",7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,0
"4074",6,"Normal","white",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,0
"4075",6,"Normal","white",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,0
"4076",5,"Normal","white",6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,0
"4077",6,"Normal","white",8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,0
"4078",5,"Normal","white",6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,0
"4079",5,"Normal","white",6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,0
"4080",5,"Normal","white",6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,0
"4081",6,"Normal","white",7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,0
"4082",5,"Normal","white",6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,0
"4083",5,"Normal","white",6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,0
"4084",7,"Normal","white",6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,0
"4085",5,"Normal","white",6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,0
"4086",7,"Normal","white",6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,0
"4087",5,"Normal","white",6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,0
"4088",7,"Normal","white",6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,0
"4089",7,"Normal","white",6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,0
"4090",5,"Normal","white",6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,0
"4091",5,"Normal","white",6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,0
"4092",6,"Normal","white",5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,0
"4093",6,"Normal","white",7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,0
"4094",5,"Normal","white",7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,0
"4095",5,"Normal","white",7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,0
"4096",6,"Normal","white",7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,0
"4097",7,"Normal","white",5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,0
"4098",7,"Normal","white",7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,0
"4099",5,"Normal","white",7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,0
"4100",6,"Normal","white",6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,0
"4101",7,"Normal","white",5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,0
"4102",7,"Normal","white",6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,0
"4103",5,"Normal","white",6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,0
"4104",5,"Normal","white",7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,0
"4105",7,"Normal","white",6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,0
"4106",6,"Normal","white",6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,0
"4107",5,"Normal","white",6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,0
"4108",5,"Normal","white",6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,0
"4109",5,"Normal","white",6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,0
"4110",6,"Normal","white",7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,0
"4111",6,"Normal","white",7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,0
"4112",6,"Normal","white",6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,0
"4113",6,"Normal","white",6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,0
"4114",7,"Normal","white",6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,0
"4115",7,"Normal","white",6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,0
"4116",5,"Normal","white",7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,0
"4117",5,"Normal","white",6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,0
"4118",5,"Normal","white",6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,0
"4119",6,"Normal","white",6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,0
"4120",7,"Normal","white",7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,0
"4121",6,"Normal","white",6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,0
"4122",6,"Normal","white",6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,0
"4123",6,"Normal","white",6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,0
"4124",6,"Normal","white",7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,0
"4125",7,"Normal","white",6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,0
"4126",7,"Normal","white",5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,0
"4127",6,"Normal","white",6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,0
"4128",6,"Normal","white",5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,0
"4129",6,"Normal","white",5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,0
"4130",6,"Normal","white",5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,0
"4131",5,"Normal","white",8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,0
"4132",7,"Normal","white",6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,0
"4133",7,"Normal","white",6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,0
"4134",5,"Normal","white",5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,0
"4135",5,"Normal","white",6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,0
"4136",5,"Normal","white",7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,0
"4137",5,"Normal","white",6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,0
"4138",5,"Normal","white",7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,0
"4139",5,"Normal","white",7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,0
"4140",6,"Normal","white",5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,0
"4141",6,"Normal","white",6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,0
"4142",7,"Normal","white",6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,0
"4143",7,"Normal","white",5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,0
"4144",7,"Normal","white",6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,0
"4145",6,"Normal","white",6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,0
"4146",6,"Normal","white",7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,0
"4147",6,"Normal","white",6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,0
"4148",6,"Normal","white",5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,0
"4149",6,"Normal","white",6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,0
"4150",6,"Normal","white",5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,0
"4151",6,"Normal","white",5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,0
"4152",7,"Normal","white",5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,0
"4153",7,"Normal","white",6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,0
"4154",5,"Normal","white",6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,0
"4155",6,"Normal","white",6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,0
"4156",7,"Normal","white",6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,0
"4157",6,"Normal","white",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,0
"4158",7,"Normal","white",4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,0
"4159",7,"Normal","white",5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,0
"4160",6,"Normal","white",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,0
"4161",5,"Normal","white",6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,0
"4162",5,"Normal","white",6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,0
"4163",6,"Normal","white",5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,0
"4164",6,"Normal","white",5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,0
"4165",5,"Normal","white",7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,0
"4166",7,"Normal","white",7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,0
"4167",5,"Normal","white",7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,0
"4168",7,"Normal","white",6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,0
"4169",7,"Normal","white",7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,0
"4170",6,"Normal","white",6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,0
"4171",5,"Normal","white",6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,0
"4172",5,"Normal","white",6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,0
"4173",6,"Normal","white",8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,0
"4174",6,"Normal","white",6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,0
"4175",5,"Normal","white",6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,0
"4176",7,"Normal","white",6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,0
"4177",7,"Normal","white",6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,0
"4178",5,"Normal","white",6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,0
"4179",5,"Normal","white",7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,0
"4180",5,"Normal","white",6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,0
"4181",5,"Normal","white",8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,0
"4182",5,"Normal","white",6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,0
"4183",6,"Normal","white",6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,0
"4184",7,"Normal","white",6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,0
"4185",5,"Normal","white",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0
"4186",6,"Normal","white",5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,0
"4187",7,"Normal","white",6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,0
"4188",5,"Normal","white",7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,0
"4189",5,"Normal","white",6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,0
"4190",6,"Normal","white",5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,0
"4191",6,"Normal","white",6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,0
"4192",6,"Normal","white",6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,0
"4193",5,"Normal","white",6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,0
"4194",5,"Normal","white",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0
"4195",7,"Normal","white",6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,0
"4196",5,"Normal","white",7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,0
"4197",6,"Normal","white",6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,0
"4198",6,"Normal","white",6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,0
"4199",6,"Normal","white",6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,0
"4200",7,"Normal","white",7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,0
"4201",6,"Normal","white",5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,0
"4202",5,"Normal","white",6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,0
"4203",6,"Normal","white",6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,0
"4204",6,"Normal","white",6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,0
"4205",6,"Normal","white",6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,0
"4206",5,"Normal","white",7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,0
"4207",7,"Normal","white",7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,0
"4208",7,"Normal","white",7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,0
"4209",6,"Normal","white",6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,0
"4210",6,"Normal","white",6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,0
"4211",6,"Normal","white",6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,0
"4212",5,"Normal","white",5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,0
"4213",5,"Normal","white",5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,0
"4214",5,"Normal","white",7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,0
"4215",6,"Normal","white",7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,0
"4216",5,"Normal","white",7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,0
"4217",5,"Normal","white",6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,0
"4218",6,"Normal","white",7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,0
"4219",6,"Normal","white",5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,0
"4220",6,"Normal","white",5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,0
"4221",6,"Normal","white",6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,0
"4222",6,"Normal","white",6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,0
"4223",5,"Normal","white",6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0
"4224",5,"Normal","white",7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,0
"4225",5,"Normal","white",6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,0
"4226",5,"Normal","white",6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0
"4227",7,"Normal","white",6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,0
"4228",5,"Normal","white",7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,0
"4229",6,"Normal","white",8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,0
"4230",6,"Normal","white",6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,0
"4231",5,"Normal","white",7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,0
"4232",7,"Normal","white",7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,0
"4233",7,"Normal","white",7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,0
"4234",6,"Normal","white",6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,0
"4235",5,"Normal","white",6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,0
"4236",7,"Normal","white",7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,0
"4237",5,"Normal","white",5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,0
"4238",6,"Normal","white",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0
"4239",6,"Normal","white",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0
"4240",5,"Normal","white",8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0
"4241",6,"Normal","white",6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,0
"4242",5,"Normal","white",8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0
"4243",5,"Normal","white",7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,0
"4244",6,"Normal","white",6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,0
"4245",6,"Normal","white",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0
"4246",6,"Normal","white",7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,0
"4247",6,"Normal","white",8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,0
"4248",6,"Normal","white",6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,0
"4249",6,"Normal","white",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,0
"4250",6,"Normal","white",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,0
"4251",7,"Normal","white",6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,0
"4252",7,"Normal","white",6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,0
"4253",7,"Normal","white",8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,0
"4254",6,"Normal","white",7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,0
"4255",6,"Normal","white",6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,0
"4256",6,"Normal","white",6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,0
"4257",7,"Normal","white",6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,0
"4258",7,"Normal","white",6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,0
"4259",7,"Normal","white",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,0
"4260",7,"Normal","white",7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,0
"4261",6,"Normal","white",6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,0
"4262",7,"Normal","white",5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,0
"4263",7,"Normal","white",6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,0
"4264",7,"Normal","white",6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,0
"4265",7,"Normal","white",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,0
"4266",7,"Normal","white",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,0
"4267",6,"Normal","white",6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,0
"4268",6,"Normal","white",6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,0
"4269",7,"Normal","white",6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,0
"4270",7,"Normal","white",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,0
"4271",7,"Normal","white",6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,0
"4272",7,"Normal","white",6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,0
"4273",7,"Normal","white",6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,0
"4274",7,"Normal","white",7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,0
"4275",6,"Normal","white",6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,0
"4276",6,"Normal","white",6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,0
"4277",6,"Normal","white",6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,0
"4278",7,"Normal","white",5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,0
"4279",7,"Normal","white",5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,0
"4280",6,"Normal","white",6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,0
"4281",5,"Normal","white",6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,0
"4282",6,"Normal","white",6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,0
"4283",6,"Normal","white",6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,0
"4284",6,"Normal","white",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,0
"4285",6,"Normal","white",7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,0
"4286",6,"Normal","white",7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,0
"4287",6,"Normal","white",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,0
"4288",6,"Normal","white",5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,0
"4289",6,"Normal","white",7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,0
"4290",6,"Normal","white",8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,0
"4291",5,"Normal","white",8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,0
"4292",6,"Normal","white",7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,0
"4293",6,"Normal","white",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,0
"4294",7,"Normal","white",5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,0
"4295",6,"Normal","white",8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,0
"4296",5,"Normal","white",7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,0
"4297",6,"Normal","white",7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,0
"4298",6,"Normal","white",5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,0
"4299",5,"Normal","white",6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,0
"4300",6,"Normal","white",6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,0
"4301",6,"Normal","white",6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,0
"4302",7,"Normal","white",6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,0
